Ticker,Short Name,Name,Market Cap,Price:D-1,P/E,Total Return YTD,Revenue T12M,EPS T12M
279 HK Equity,FREEMAN FIN,民眾金服,6374241280,0.444999993,,-7.291666031,,-0.047693
247 HK Equity,TSIM SHA TSUI,尖沙咀置業集團,35822911488,21,7.224909306,-5.248018265,22101640704,2.906610966
417 HK Equity,TSE SUI LUEN,謝瑞麟,462739680,2.200000048,15.80368996,-4.347822189,3805257984,0.139207996
732 HK Equity,TRULY INTL HLDGS,信利國際,8692227072,2.99000001,9.972351074,60.75268555,19449279488,0.299828999
458 HK Equity,TRISTATE HLDGS,聯亞集團,619264512,2.279999971,4.384615421,-18.5714283,2515737984,-0.166999996
467 HK Equity,UNITED ENERGY GP,聯合能源集團,5365145600,0.409999996,,-39.70588303,5417885184,-0.224999998
333 HK Equity,TOP FORM INTL,黛麗斯國際,367714336,1.710000038,9.5,-13.11880875,1206865984,0.180000007
258 HK Equity,TOMSON GROUP LTD,湯臣集團,2986690048,1.879999995,5.501596451,12.74362564,2713185984,0.341719002
94 HK Equity,GREENHEART GROUP,綠心集團,1070042048,0.720000029,,24.13793945,591412000,-0.488600999
266 HK Equity,TIAN TECK LAND,天德地產,3992494592,8.409999847,6.90988493,-2.209308386,672161984,1.217096969
28 HK Equity,TIAN AN CHINA IN,天安,6072281088,4.03000021,2.335412979,-4.523184299,1029359040,1.725605011
186 HK Equity,GRANDE HLDG,嘉域集團,288332416,0.179000005,,-0.159306318,444000000,-0.157024473
321 HK Equity,TEXWINCA HLDG,德永佳集團,10362721280,7.5,13.25835609,-7.521574497,9705940992,0.565680981
277 HK Equity,TERN PROPERTIES,太興置業,1323361664,4.300000191,8.373905182,-12.24489594,103107000,0.513499996
93 HK Equity,TERMBRAY INDUS,TERMBRAY IND,1468232320,0.75,,31.57894897,7529000,-0.082275003
661 HK Equity,CHINA DAYE NON-F,中國大冶有色金屬,2093782784,0.116999999,,-17.6056366,48542028776,-0.06716757
511 HK Equity,TVB,電視廣播,12920999936,29.5,,-7.668233871,4454724992,3.038230896
669 HK Equity,TECHTRONIC IND,創科實業,56031203328,30.54999924,20.30928421,-3.322788477,39057686945,1.501175614
680 HK Equity,NAN HAI CORP LTD,南海控股,14209626112,0.207000002,59.48276138,21.05262947,4200116992,0.00348
91 HK Equity,INTERNATIONAL ST,標準資源控股,831073920,0.143999994,,5.882342815,58229000,-0.089777931
89 HK Equity,TAI SANG LAND DE,大生地產,1142048640,3.970000029,1.572601676,-5.023918629,278891008,0.914979041
146 HK Equity,TAI PING CARPETS,太平地氈,407399968,1.919999957,21.49814796,-14.66666889,1313006976,0.08931002
88 HK Equity,TAI CHEUNG HLDGS,TAI CHEUNG HOLD,3581682176,5.800000191,10.13986015,-6.602252007,805000032,0.572000012
663 HK Equity,KING STONE ENERG,金山能源,1787564160,0.254999995,1.347352982,21.42857361,45360000,0.613999993
535 HK Equity,GEMDALE PROPERTI,金地商置,6238419968,0.395000011,4.762052059,-20.09314728,5189031054,0.085544368
86 HK Equity,SUN HUNG KAI CO,新鴻基公司,10046281728,4.539999962,15.23147488,-8.179774284,5245000192,1.733066961
254 HK Equity,NATIONAL UNITED,國家聯合資源,1275942272,0.199000001,,-16.7363987,382788984,-0.01758
211 HK Equity,STYLAND HLDGS,大凌集團,1658007680,0.379999995,30.64516068,-7.317073345,66493000,0.0124
84 HK Equity,STELUX HLDG INTL,寶光實業,638349184,0.610000014,,7.017547607,3726704000,-0.044442998
485 HK Equity,SHIHUA DEVELOPME,實華發展,657127936,0.180000007,,11.84237003,409114000,-0.047662616
383 HK Equity,CHINA MEDICAL &,中國醫療網絡,6226431488,0.430000007,66.153862,-21.81818199,1620966976,0.006499998
326 HK Equity,CHINA STAR LTD,中國星集團,527172448,0.699999988,3.934639931,-10.25640869,1044506016,0.177907004
252 HK Equity,SOUTHEAST ASIA P,華信地產財務,700088704,3.220000029,19.90111351,-5.294119358,501410688,0.161799995
250 HK Equity,SINO-I TECHNOLOG,中國數碼信息,2051193984,0.103,42.88093185,-12.71186447,808287008,0.002402
583 HK Equity,SCMP GROUP LTD,南華早報集團,,1.769999981,,0,1192555008,0.202599995
413 HK Equity,SOUTH CHINA HOLD,南華集團控股,3287500544,0.550000012,20.8396492,-9.836065292,3406501120,0.026392
265 HK Equity,ORIENT VICTORY,東勝中國,2846785792,0.241999999,,-39.5,66444000,0.000144
529 HK Equity,SIS INTL.,新龍國際集團,1087669376,3.920000076,4.516129017,-9.048721313,1145779968,0.868000016
83 HK Equity,SINO LAND,信和置業,70661046272,11.46000004,7.320999622,2.010839939,22046453248,1.56536001
666 HK Equity,SHK HK INDUSTRIE,新工投資,760665280,0.185000002,3.845114708,-14.35185337,296521000,-0.025200002
245 HK Equity,CHINA MINSHENG F,中國民生金融,19959830528,0.689999998,,-27.36841965,201091000,-0.007287
233 HK Equity,MINGYUAN MEDICA,銘源醫療,1008295360,0.230000004,,0,425001984,-0.126000009
244 HK Equity,SINCERE CO LTD,先施,267053216,0.465000004,,5.681819439,366951008,-0.459999993
336 HK Equity,HUABAO INTL,華寶國際,9537439744,3.069999933,6.079460621,8.480566025,3868368000,0.504978999
242 HK Equity,SHUN TAK HOLDING,信德集團,7119369728,2.339999914,9.570669174,-19.86301804,4115863040,0.244497001
517 HK Equity,COSCO INTERNATIO,中遠國際控股,5702594048,3.720000029,16.9811058,-9.489053726,5999645952,0.219067007
253 HK Equity,SHUN HO RESOURCE,順豪資源集團,776140288,2.549999952,7.219705105,-1.544400096,561827008,0.353200004
219 HK Equity,SHUN HO TECH HLD,順豪科技,1507358592,2.599999905,7.537848473,-5.797104359,561827008,0.344926
650 HK Equity,SHUN CHEONG HLDG,順昌集團,607820480,1.75,,-38.16254425,73669000,-0.609529983
241 HK Equity,ALIBABA HEALTH,阿里健康,44151873536,5.400000095,,0.746267915,39904000,-0.023696
81 HK Equity,CHINA OVERSEAS G,中國海外宏洋集團,5431731200,2.380000114,6.376594067,-27.43902016,16613886976,0.373240009
736 HK Equity,CHINA PPT INV,中國置業投資,236078496,0.243000001,,-55.4128418,23681637.48,-0.113603147
269 HK Equity,CRTG,中國資源交通,796782720,0.118000001,,-35.16483307,4134042880,-0.617175004
240 HK Equity,BUILD KING HOLD,利基控股,397400960,0.319999993,5.714285374,-8.571429253,4571628800,0.076000001
506 HK Equity,CHINA FOODS LTD,中國食品,7608447488,2.720000029,42.80700684,-20.46783638,27842169856,0.028319001
251 HK Equity,SEA HOLDINGS,爪哇控股,14019672064,20.64999962,9.783164024,72.08332825,732696000,2.110769004
521 HK Equity,HNA INTERNATIONA,海航國際投資,5015998464,0.439999998,,0,336868992,-0.046563074
236 HK Equity,SAN MIGUEL BREWE,香港生力啤,440813248,1.179999948,,-8.527132988,569502016,-0.042836001
451 HK Equity,GCL NEWENERGY,協鑫新能源,6389694464,0.335000008,19.04572296,-26.37362671,2154580736,0.017589252
237 HK Equity,SAFETY GODOWN CO,安全貨倉,2943000064,21.79999924,5.08158493,14.85774422,162748000,4.290000081
281 HK Equity,RIVERA HLDG,川河集團,1121675008,0.430000007,6.443685055,8.860758781,1955000,0.066732001
622 HK Equity,ENERCHINA HOLDIN,威華達控股,2158153984,0.300000012,2.884615421,-33.33332825,53429000,0.104000002
78 HK Equity,REGAL HOTEL INTL,富豪酒店,3141777920,3.400000095,26.39628601,-26.88171959,2471799936,0.128806003
229 HK Equity,RAYMOND INDL LTD,利民實業,459592576,0.959999979,11.79448032,0,988449120,0.081394002
243 HK Equity,QPL INTL,品質國際,1466572416,0.649999976,18.0964489,-23.26085281,273539000,0.035918648
227 HK Equity,FIRST SHANGHAI,第一上海,1603439488,1.129999995,11.75002575,-12.40309811,491922992,0.096170001
205 HK Equity,SEEC MEDIA GROUP,財訊傳媒,745704832,0.116999999,,-9.302321434,286683008,-0.106060498
679 HK Equity,ASIA TELE-NET,亞洲聯網科技,315582912,0.74000001,10.87803459,7.246378422,423806000,0.068026998
225 HK Equity,POKFULAM DEV CO,博富臨置業,1353002880,12.27999973,7.846319199,2.504175425,132473000,1.565065026
75 HK Equity,YT REALTY GROUP,渝太地產,3118273792,3.900000095,5.835947037,39.98006058,218691000,0.668272018
224 HK Equity,PIONEER GLOBAL,建生國際,1304063744,1.129999995,1.580110192,-8.870968819,239786000,0.715139985
752 HK Equity,PICO FAR EAST,筆克遠東,2509528320,2.049999952,9.096879005,2.142859459,4216163968,0.225352004
765 HK Equity,PERFECTECH INTL,威發國際,565577856,1.730000019,,6.134970665,198088000,-0.052799999
282 HK Equity,NEXT DIGITAL LTD,壹傳媒,1094137600,0.449999988,,-10.00000191,2638081920,-0.026318999
135 HK Equity,KUNLUN ENERGY,昆侖能源,49322303488,6.110000134,359.6443176,-10.5853653,41640998912,0.016989008
431 HK Equity,GREATER CHINA FI,大中華金融,840931904,0.25999999,4.660127163,-81.42857361,115956000,0.055792466
495 HK Equity,PALADIN LTD,百利大,417835552,0.314999998,0.534108281,-1.562498569,3222000,0.589768015
239 HK Equity,PAK FAH YEOW INT,白花油,1221628800,3.920000076,21.92279434,-8.373671532,181389000,0.17880933
295 HK Equity,KONG SUN HLDGS,江山控股,5836132352,0.389999986,111.4604111,-39.0625,1037253408,0.003499
18 HK Equity,ORIENTAL PRESS G,東方報業集團,1726500864,0.720000029,207.9122162,-17.24137688,1246523008,0.003463
316 HK Equity,ORIENT OVERSEAS,東方海外國際,17490923520,27.95000076,7.937968731,-24.59679985,46155089163,3.51440412
217 HK Equity,CHINA CHENGTONG,中國誠通發展集團,3369066240,0.579999983,37.30623245,-34.83146286,547829984,0.015547
497 HK Equity,CSI PROPERTIES,資本策略地產,2428975616,0.241999999,4.088114262,-8.67924118,612532000,0.059196
332 HK Equity,YUANHENG GAS,元亨燃氣,3296508416,0.579999983,157.8231201,-1.694913745,5364624128,0.003675
213 HK Equity,NATL ELEC HLDGS,樂聲電子,907701184,0.889999986,11.13183117,-3.260872841,1242718080,0.079950908
212 HK Equity,NANYANG HLDGS,南洋國際,1445259776,41,9.210500717,-2.380952358,125109000,4.45144093
182 HK Equity,CONCORD NE,協合新能源,3494678016,0.400000006,6.980803013,-13.97849369,4321302016,0.0573
542 HK Equity,CENERIC HOLDINGS,新嶺域集團,852245696,0.150000006,11.85864544,-5.66037035,92493000,-0.025800001
71 HK Equity,MIRAMAR HOT &INV,美麗華酒店,8219942400,14.23999977,6.076054573,3.790083885,3250775040,2.343625963
685 HK Equity,MEDIA CHINESE,世界華文媒體,2125917696,1.25999999,10.39728546,11.5044241,2829991655,0.120931033
222 HK Equity,MIN XIN HLDGS,閩信集團,3193029120,6.949999809,6.689510345,-0.714288414,231637000,1.038939983
200 HK Equity,MELCO INTL DEV,新濠國際發展,13131173888,8.489999771,129.8681488,-27.06185913,427389008,0.065373997
158 HK Equity,MELBOURNE ENTERP,萬邦投資,3462500096,138.5,17.62086487,5.055475235,229433000,7.860000223
376 HK Equity,REORIENT GROUP,瑞東集團,16315487232,6.800000191,,-31.03447914,97543000,-0.213716
547 HK Equity,DIGITAL DOMAIN,數字王國,6472565248,0.600000024,,17.64706612,527341024,-0.015719
618 HK Equity,PKU RESOURCES,北大資源,2215652096,0.370000005,,-21.27659416,7804285952,-0.039797004
201 HK Equity,MAGNIFICENT HOTE,華大酒店,1610469248,0.180000007,16.21621704,-14.69193745,444506016,0.0161
198 HK Equity,SMI HOLDINGS,星美控股,9455199232,0.699999988,22.44236946,-23.91304588,2924085888,0.031191001
263 HK Equity,GT GROUP HOLDING,高富集團控股,381632896,0.49000001,0.583455622,-34.66666412,179653008,0.689823985
194 HK Equity,LIU CHONG INV,廖創興企業,3301247488,8.720000267,8.057109833,-3.453624964,1211683968,1.08227402
226 HK Equity,LIPPO LTD,力寶,2317824000,4.699999809,3.821137905,16.88027573,3994619904,1.230000041
494 HK Equity,LI & FUNG LTD,利豐,36102270976,4.289999962,10.95223141,-18.5958252,1.45986E+11,0.390889573
307 HK Equity,UP ENERGY DEVELO,優派能源發展,562775936,0.123999998,,-72.13483429,166415000,-0.201099999
68 HK Equity,LEE HING,利興發展,898324352,6.099999905,,-13.14133549,37394000,-0.036679998
738 HK Equity,LE SAUNDA,萊爾斯丹,1185903744,1.679999948,5.530420303,-5.61797905,1621414208,0.181137994
230 HK Equity,MINMETALS LAND,五礦建設,2775751424,0.829999983,9.972006798,-7.777777195,7253265920,0.083232997
411 HK Equity,LAM SOON HONG KG,南順(香港),1654808320,6.800000191,10.69182396,20.82999802,4624058112,0.636000007
488 HK Equity,LAI SUN DEV,麗新發展,3015910912,0.100000001,0.982992768,-12.34903145,1846967040,0.101730148
190 HK Equity,HKC HOLDINGS LTD,香港建設,1811257344,0.136999995,,-16.96970367,1273400000,-0.043414998
62 HK Equity,TRANSPORT INTL,載通國際控股,8456245760,20.95000076,13.43186474,1.452790022,7779930112,1.559723973
280 HK Equity,KING FOOK HLDGS,景福集團,603009280,0.660000026,,0,751055008,-0.173087824
499 HK Equity,QINGDAO HLDGS,青島控股,519247744,1.039999962,50,-7.142860889,6401000,0.0208
185 HK Equity,ZH INTERNATIONAL,正恒國際控股,1286159360,0.238999993,,0,56896000,-0.025293
174 HK Equity,GEMINI INV,盛洋投資,450990016,1,,-9.090910912,22633000,-2.520435989
184 HK Equity,KECK SENG INVEST,激成投資,2173878016,6.389999866,9.495589256,-0.156253576,1939566976,0.672944009
181 HK Equity,FUJIAN HOLDINGS,閩港控股,340577984,0.425000012,,-1.162789583,25706315,-0.004392
730 HK Equity,SHOUGANG GRAND,首長四方,734852928,0.275000006,,-25.67567444,63166000,-0.018033
180 HK Equity,KADER HLDGS CO,開達集團,693929216,0.730000019,2.859034061,-6.410250664,893446976,0.130599996
173 HK Equity,K WAH INTL HLDGS,嘉華國際,10649239552,3.75,7.796257496,12.27545166,4720486912,0.479999989
567 HK Equity,DAISHO MICROLINE,大昌微線集團,557082816,1.159999967,22.92490196,0,238802000,0.050599996
647 HK Equity,JOYCE BOUTIQUE,Joyce Boutique,527800000,0.324999988,,-9.722229004,1254344960,-0.0208
179 HK Equity,JOHNSON ELEC H,德昌電機控股,17928429568,20.39999962,11.39287281,-23.16384125,17345795354,1.547427009
137 HK Equity,JINHUI HLDGS CO,金輝集團,519683680,0.980000019,,-6.666660786,799037984,-3.174536891
626 HK Equity,PUBLIC FINANCIAL,大眾金融控股,3754878208,3.420000076,8.884847641,-3.969897032,1919105024,0.384925008
343 HK Equity,CULTURECOM HLDGS,文化傳信,1450412416,1.190000057,,-11.1940279,27143000,-0.093296003
175 HK Equity,GEELY AUTOMOBILE,吉利汽車,33712566272,3.829999924,12.58208942,-7.263926983,37160822056,0.317769358
172 HK Equity,GOLDBOND GROUP H,金榜集團,731906880,0.264999986,7.464788437,-20.89552879,62164000,0.035499999
286 HK Equity,COMMON SPLENDOR,同佳健康,1713528320,0.660000026,60.00000381,-2.941173553,530290000,0.0135
27 HK Equity,GALAXY ENTERTAIN,銀河娛樂,1.03838E+11,24.35000038,24.91420746,0.129330233,50990813184,0.97735399
171 HK Equity,SILVER GRANT INT,銀建國際,1936073728,0.839999974,,-18.44660187,337242000,-0.028884998
152 HK Equity,SHENZ INTL HLDG,深圳國際,21764136960,11.46000004,9.904250145,-16.67428398,6738397184,1.157079041
729 HK Equity,FDG EVEHICLES,五龍電動車,9993428992,0.455000013,,-5.208328247,301627008,-0.004757
351 HK Equity,ASIA ENERGY LOGI,亞洲能源物流,850366464,0.059999999,,-46.90265656,21922000,-0.021528
167 HK Equity,IDT INTL LTD,萬威國際,623998336,0.239999995,,-32.39436722,819200000,-0.046042999
155 HK Equity,CHINA SOLAR ENER,中國源暢,276934720,0.180000007,,0,180499000,-0.101320003
450 HK Equity,HUNG HING PRINT,鴻興印刷集團,871550400,0.959999979,22.80610085,-8.571426392,3036932992,0.042094
164 HK Equity,REX GLOBAL ENTER,御濠娛樂,10743874560,0.330000013,,29.41177177,125973000,-0.0059
404 HK Equity,HSIN CHONG GROUP,新昌集團控股,4485971456,0.790000021,1.691960454,2.597407818,15018872832,0.466914013
54 HK Equity,HOPEWELL HLDGS,合和實業,20789155840,23.89999962,5.890732765,-12.25662518,1977586048,4.057219982
412 HK Equity,CHINA INNOVATIVE,中國新金融,14096627712,0.730000019,,-12.04818916,9119000,-0.03335
47 HK Equity,HOP HING GROUP,合興集團,976831872,0.097000003,14.68584442,-19.16666222,2050052992,0.006605
156 HK Equity,LIPPO CHINA RES,力寶華潤,2158924544,0.234999999,27.01148796,-12.26667023,2663396992,0.008700002
154 HK Equity,BEIJING DEV (HK),北京發展(香港),2340561920,1.559999943,32.91347504,-11.86440945,1246705976,0.055551998
207 HK Equity,JOY CITY PPT,大悅城地產,14515747840,1.019999981,14.81581783,-13.5593195,6620366298,0.072199691
149 HK Equity,CH AGRI-PROD EX,中國農產品交易,494421472,0.425000012,,11.84210968,365192000,-2.08465293
121 HK Equity,CP LOTUS CORP,卜蜂蓮花,1630822656,0.148000002,,-23.71134186,13160166903,-0.000938551
50 HK Equity,HONG KG FERR,香港小輪(集團),3192214016,8.960000038,16.66806221,-2.608693123,1067656000,0.537555002
147 HK Equity,CHAOYUE GROUP,超越集團,10090707968,0.529999971,,-15.87302017,64212000,-0.0138
145 HK Equity,HONG KG BLDG &LN,香港建屋貸款,499742560,0.25999999,,-35.80247116,33072000,-0.52260001
44 HK Equity,HONG KG AIRCRAFT,香港飛機工程,8407720960,50.54999924,18.10148239,-4.765179157,12095000064,2.792588949
45 HK Equity,HK&S HOTELS,大酒店,12683367424,8.220000267,12.64514256,-3.178230524,5740999936,0.650052011
3 HK Equity,HONG KG CHINA GS,香港中華煤氣,1.66709E+11,14.42000008,22.8324604,-5.131577492,29591300096,0.631557018
160 HK Equity,HON KWOK LAND IN,漢國置業,2089244928,2.900000095,0.962587833,7.407409191,757605024,3.012712121
372 HK Equity,ITC CORP LTD,德祥企業,1033945984,0.620000005,3.577714443,-8.823529243,15287000,0.173294999
480 HK Equity,HKR INTL LTD,香港興業國際,4212856064,3.119999886,4.488517284,-12.60504341,4976699904,0.695106998
655 HK Equity,HONGKONG CHINESE,香港華人,3037385728,1.519999981,3.989501238,16.01730919,1340468064,0.380999997
608 HK Equity,HIGH FASHION INT,達利國際,672353920,2.200000048,6.600660324,-9.090909958,2678240000,0.152200002
114 HK Equity,HERALD HLDG LTD,興利集團,632615296,1.049999952,41.33858109,-4.545461178,1376136000,0.0254
97 HK Equity,HENDERSON INV,恆基發展,1950289536,0.639999986,8.334527016,3.225803375,879000000,0.147000004
715 HK Equity,CHINA OCEANWIDE,中泛控股,15174093824,0.939999998,73.33437347,-9.615381241,96659000,0.012818
51 HK Equity,HARBOUR CENTRE,海港企業,9284625408,13.10000038,7.547700882,2.317106724,5048000000,1.735627949
256 HK Equity,CITYCHAMP,冠城鐘錶珠寶,5909422080,1.360000014,19.59654236,3.816799402,3476353920,0.069400001
455 HK Equity,TIANDA PHARMA,天大藥業,1096824320,0.50999999,,1.999998093,175378192,-0.0034
275 HK Equity,HANNY HLDGS LTD,錦興集團,1668715904,0.330000013,8.963728905,-58.0644722,119413000,0.036815035
11 HK Equity,HANG SENG BANK,恒生銀行,2.57525E+11,134.6999969,9.470891953,-4.137022495,51498999808,14.22252488
144 HK Equity,CHINA MER HOLD,招商局國際,53794852864,20.70000076,13.32616711,-16.02433586,8232999936,1.553334951
53 HK Equity,GUOCO GROUP LTD,國浩集團,27475789824,83.5,4.885823727,-0.35377717,23575202999,17.05609521
123 HK Equity,YUEXIU PROPERTY,越秀地產,12153280512,0.980000019,10.12067699,-26.86567116,27178968850,0.102259152
270 HK Equity,GUANGDONG INVEST,粵海投資,67392348160,10.76000023,17.2292881,-2.003636837,9171958784,0.624518007
689 HK Equity,EPI (HOLDINGS) L,長盈集團,650701120,0.149000004,,-21.98952675,66571000,-0.121507789
141 HK Equity,GREAT CHINA HLDG,大中華集團,2135348864,8.159999847,1285.040161,34.87602615,1191819008,0.006349996
106 HK Equity,LANDSEA GREEN PR,朗詩綠色地產,2585596928,0.660000026,3.532254696,-9.589039803,1979299066,0.194107541
533 HK Equity,GOLDLION HLDG,金利來集團,2975805440,3.029999971,7.404492855,-3.809527636,1509640000,0.409210995
677 HK Equity,GOLDEN RES DEV,金源米業,703178688,0.414999992,21.39175415,-7.777777195,1004918016,0.019399999
674 HK Equity,CULTURE LANDMARK,文化地標投資,326926176,0.455000013,,-33.08823395,124737256,-0.527695991
40 HK Equity,GOLD PEAK IND,金山工業,612060480,0.779999971,11.62444115,-8.235300064,5881092864,0.067099999
571 HK Equity,ESUN HOLDINGS,豐德麗控股,671334592,0.540000021,2.138216019,-16.92307091,3449198976,0.252547001
709 HK Equity,GIORDANO INTL,佐丹奴國際,5559196672,3.539999962,13.06273079,-2.479342937,5380999936,0.270999998
639 HK Equity,SHOUGANG FUSHAN,首鋼資源,6150131712,1.159999967,,15.99999619,1996628992,-0.078544
2971 HK Equity,HUSCOKE RESOURCE,和嘉資源控股,225815680,0.224999994,,-25,461384000,-0.119740001
755 HK Equity,SHANGHAI ZENDAI,上海証大,2529489664,0.170000002,,-29.46057892,1787475008,-0.064346999
420 HK Equity,FOUNTAIN SET HLD,福田實業,1048373440,0.870000005,10.19391918,-2.247188807,6653051136,0.081999999
641 HK Equity,CHTC FONG'S,恒天立信,2183727360,1.980000019,10.05586624,-21.73912811,3223012096,0.196900005
530 HK Equity,GOLDIN FINANCIAL,高銀金融,37814018048,5.409999847,56.16286087,-64.50131226,601900032,0.096326999
142 HK Equity,FIRST PACIFIC,第一太平,20309813248,4.75,34.39415741,-7.587546349,49904051000,0.154714286
37 HK Equity,FAR EAST HOTELS,遠東酒店實業,246865376,0.409999996,,-14.58333206,49823884,-0.130999997
36 HK Equity,FAR EAST HOLDING,遠東控股國際,740600640,0.680000007,8.435677528,-23.59550285,10970000,0.080610001
35 HK Equity,FE CONSORT INTL,遠東發展,4988199424,2.339999914,5.441860199,-20.67797089,4071821056,0.430000007
232 HK Equity,AVIC INTL HLDGS,中國航空工業國際,3311754496,0.600000024,79.31263733,-24.05063248,2198590072,0.007564999
52 HK Equity,FAIRWOOD HLDGS,FAIRWOOD HOLD,3333731072,26.25,19.44697952,7.581968784,2292243072,1.349824011
128 HK Equity,ENM HOLDINGS LTD,安寧控股,627250304,0.379999995,,-8.43373394,215537000,-0.064769002
163 HK Equity,EMPEROR INTL,英皇國際,5663420416,1.539999962,,7.692308903,5142792064,-0.126596995
103 HK Equity,SHOUGANG CONCORD,首長寶佳,373042720,0.194000006,,-7.177033424,1480506944,-0.196069002
29 HK Equity,DYNAMIC HLDG.,達力集團,639363520,2.859999895,6.389633656,-22.90260696,102809000,0.447599992
313 HK Equity,RICHLY FIELD CH,裕田中國,1010362624,0.085000001,,-15,72439000,-0.037846519
113 HK Equity,DICKSON CONCEPT,迪生創建,920693248,2.420000076,,-15.97222328,4093882880,-0.137999997
32 HK Equity,CROSS-HAR HLDGS,港通控股,3920679936,10.52000046,6.309924126,1.544409275,397402000,1.667215049
122 HK Equity,CROCODILE GARMEN,鱷魚恤,729608640,0.769999981,44.25287247,-18.0851078,355256992,0.0174
43 HK Equity,CP POKPHAND,卜蜂國際,19257468928,0.800000012,10.95559883,-2.439022064,38875871481,0.082176318
118 HK Equity,COSMOS MACHINERY,大同機械,333372768,0.465000004,,-12.26414585,2395165952,-0.069164001
120 HK Equity,COSMO INTL 1000,四海國際,1657677824,0.389999986,,2.631576538,-143417000,-0.067459002
119 HK Equity,POLY PROPERTY,保利置業集團,7030151168,1.919999957,,-24.110672,24933366784,-0.769356979
513 HK Equity,CONTL HOLDINGS,恆和集團,799248384,0.116999999,,-6.400001049,631325984,-0.032633
31 HK Equity,CHINA AEROSPACE,航天控股,2869070336,0.930000007,2.913962841,-11.42856693,2765720064,0.319152996
439 HK Equity,KUANGCHI SCIENCE,光啟科學,19769522176,3.460000038,2446.957275,7.120743752,353831016,0.001414001
657 HK Equity,G-VISION INTL,環科國際,739599360,0.379999995,,-20,91809000,-0.005003
267 HK Equity,CITIC,中信股份,3.17084E+11,10.89999962,6.579193592,-20.55393982,4.16813E+11,1.656737983
55 HK Equity,NEWAY GROUP HLDG,中星集團控股,101457336,0.479999989,,-51.02040863,613269296,-0.206000023
367 HK Equity,CHUANGS CONSORT,莊士機構國際,1688777088,1,5.05561161,17.64705467,1320598016,0.197799996
298 HK Equity,CHUANG'S CHINA,莊士中國投資,778148928,0.319999993,6.732599258,-25.39121628,772843008,0.047529932
116 HK Equity,CHOW SANG SANG,周生生集團國際,8596884480,12.69999981,7.605386734,-0.470222712,19069257728,1.669869006
127 HK Equity,CHINESE ESTATES,華人置業,34756820992,18.21999931,4.498549461,-23.46437836,1542397056,4.050194133
308 HK Equity,CHINA TRAVEL HK,香港中旅,12080502784,2.200000048,17.89476204,-32.51533508,4395388928,0.240829997
235 HK Equity,CHINA STRATEGIC,中策集團,3380555008,0.199000001,2.515724659,-8.715593338,239466000,0.079102458
701 HK Equity,CNT GROUP LTD,北海集團,666289984,0.349999994,5.742506027,16.66666031,1102812992,0.045200001
688 HK Equity,CHINA OVERSEAS,中國海外發展,2.21863E+11,22.5,6.212584972,-15.76194477,1.40131E+11,3.621680975
26 HK Equity,CHINA MOTOR BUS,中華汽車,3307488000,73,6.959008217,-5.63572073,97015000,10.49000025
132 HK Equity,CHINA INVEST HLG,中國興業控股,1250000256,0.730000019,215.7210693,-12.04818916,39275000,0.003384
378 HK Equity,FDG KINETIC LTD,五龍動力,6830410240,1.330000043,,5.555559635,60984000,-0.386370009
112 HK Equity,LT COMM REAL EST,勒泰商業地產,1524446976,4.5,,76.47058868,12610000,-0.1136
508 HK Equity,DINGYI GP INV,鼎億集團投資,4237854720,0.850000024,,14.86486626,28722000,-0.312150002
25 HK Equity,CHEVALIER INTL,其士國際,3768066816,12.47999954,2.510625362,-6.165418148,5864402176,4.970873058
648 HK Equity,CHINA WAH YAN HE,中國華仁醫療,412371104,0.105999999,,-15.87301826,127236000,-0.201981001
131 HK Equity,CHEUK NANG HLDGS,卓能科技(集團),2591489792,5.170000076,72.40287781,-10.00196743,52253000,0.071405999
234 HK Equity,NEW CENTURY GRP,新世紀集團香港,734106816,0.127000004,57.72727585,-0.78125155,20018000,0.0022
57 HK Equity,CHEN HSONG HLDGS,震雄集團,1008850560,1.600000024,,-12.08791351,1364268032,-0.093999997
687 HK Equity,TYSAN HLDGS LTD,泰昇集團,3883516672,4.440000057,10.16250896,36.61538696,4802452992,0.436900005
92 HK Equity,CHAMPION TECH,CHAMPION TECH,658506048,0.104000002,,-19.37983894,5051781120,-0.005815
355 HK Equity,CENTURY CITY INT,世紀城市國際,1441717760,0.449999988,304.053833,-16.66667175,2872099968,0.001480001
493 HK Equity,GOME ELECTRICAL,國美電器,20440031232,0.910000026,10.15615177,-29.45735931,78863555390,0.094719301
283 HK Equity,GOLDIN PROPERTIE,高銀地產,10646841344,2.980000019,21.13595009,-66.66666412,137995000,0.140992001
341 HK Equity,CAFE DE CORAL,大家樂集團,12636348416,21.64999962,22.0363636,-4.835166454,7384041984,0.95639798
24 HK Equity,BURWILL HOLDINGS,寶威控股,1441505024,0.284999996,,3.636360168,4618663936,-0.025400001
108 HK Equity,GR PROPERTIES LT,國銳地產,1193569536,1.330000043,,2.307699442,76809367,-0.042833319
296 HK Equity,EMPEROR E HOTEL,英皇娛樂酒店,2487862784,1.909999967,6.953520298,34.50704575,1854508992,0.274681002
726 HK Equity,CHINA MINSHENG D,中民築友科技,3675457024,0.360000014,,-26.53061104,458000,-0.00062
23 HK Equity,BANK EAST ASIA,東亞銀行,74725826560,27.85000038,14.1774292,-1.606208444,29877999616,1.96438998
